review,sentiment
"Қазақстанда магистратураға тек ұрылар түседі. Мысалы, менің әпкем ҚазАТК-ға (ВТПО) кіре алмады, себебі менеджер сұраған соманы төлей алмады. Бірде-бір «өзін бітірген» түлек түспеді. ҚазҰТУ-дың ауқатты түлектері оқуға түсті. Түлектердің айтуынша, кафедрада конкурстық іріктеуден өтпеген немесе жұмыстан босатылған (кейбіреулері сабаққа мүлдем бармайды) ҚазҰТУ оқытушылары жұмыс істейді. Дипломдық жобаларды қорғау кезінде кафедрада ҚазҰТУ түлектері (болашақ магистранттар) дипломдық жұмыстарын басып шығаруға мүмкіндік алды, ал «туған» студенттерге мұндай артықшылықтар берілмеді. Бастықтан дайын жұмыстарды сатып алған студенттер жақсы баға алды. Ең сорақысы, басшылық мұндай қарым-қатынастарды сақтайды. Әпкем қабылдау комиссиясы кезінде шағымданды. Проректор мен аппарат басшысы ақша жинаудан хабардар болды. Бірақ олар менеджерді қолдап, арызданушының пара алу туралы өтінішін қабылдамады. Осындай қарым-қатынастан кейін оқушыларда қандай білім болуы мүмкін?!",0
"Мен нашар директор мен мұғалімдерді мақтамаймын, бұл колледжде студенттер арасында хаос жүріп жатыр. Онда оқитын достарым бар еді, ол жақ ұнамады.",0
Мен мұнда өткізген уақытым үшін өкінемін.,0
"Проректор, базар жоқ, красавчик! Менің ойымша, бұрын бәрі жазылған. Қарабастарыңа көрінсін - Осыны айтайын, қысқаша!",0
"Онда түсудің қажеті жоқ. Бірден айта кету керек, мемлекеттік емтихандарда әртүрлі сұрақтар болады, олар бірден сәтсіздікке ұшырайды, олар сіздің мәселелеріңізге де қарамайды. Оларға келесі жылға сені қалдыру тиімді болады.",0
"Барлық оң пікірлер сатып алынады, бірінші кірстан бастап, егер сіз адал оқығыңыз келсе, ешқандай оқу жоспары жоқ - сабақтарға бармайтын адамдар бірдей бағаға ие болады деген үмітсіздікке дайын болыңыз. Мұғалімдердің бір-екі дұрысы бар, ал қалғандары өз ісін білмейтін, балғамен ұрып-соғатындар бір сағатқа кешігіп қалдым деп те айта алмайды. Олар сабақ бермейді, бірақ емтиханнан өте алмайсыңдар. Ешқашан онда түспеңіз және айналып өтіңіз.",0
жүйкені босқа құрту,0
"Мен осы университетті бітірдім, ол жаққа бармауға кеңес беремін. Ақша, жүйке, уақыт, білім бекер. Университет лас, санитарлық жағдайы нашар, мен ауылда оқыған сияқтымын. Ол аз танымал, әбден жемқор, білімі нөл, әскери кафедрасы жоқ.",0
Босқа кеткен жылдар,0
"Жігіттер. Сөз жоқ. Жан түршігерлік жемқорлық, ақшаны, жүйкені және уақытты жоғалту. Мамандығы программист, компьютер жоқ, қандай мамандар шығуы керек? Дипломымды соғысып жүріп алғанмын, ақшасын бермей, қайтармады... Мұғалімдер орыс тілін де білмейді. Бұл жерден  қашыңыз, сонда сізде білім ғана емес, студенттік естеліктер де, жаңа орындар да, жорықтар да болмайды! Сабақта сіз уақытты босқа өткізесіз! Басқа университетті таңдаңыз, бұл жаман жер!",0
Бұл университетті таңдау – менің білмегенім,0
"Бәріңе сәлем. Жігіттер, қомақты ақшаға лақтырмайынша, бұл жерге келмеңдер немесе құжаттарды тез алып кетіңдер! Сөздердің басын қосып байланыстыра алмайтын алаяқтар көп. Диплом алу - оны алмаумен бірдей!",0
Қалай болғанда да бұл университетті таңдамаңыз,0
"Егер сіз осы жерден оң пікірді көрсеңіз, бұл оның пайдасын көретін адам немесе колледж нашар болғандықтан оны жазуды сұраған адам екеніне сенімді болыңыз. Жоғарыдан, төменнен жазғандарына толық қосыламын, осында бір жыл оқыдым, бірден басқасына кеттім. Бірінші күні келгенімде олардың маған айтқан біріншісі, біз олардың инстаграмына жазыламыз және оларға Google-да 5 жұлдыз береміз, сонымен қатар тренинг кезінде бізге лайк басып, пікір жазуды және қандай да бір жолмен олардың университетін жарнамалауды айтты.",0
"Көп теория, теория, теория. Сіздің бүкіл өміріңіз теория, теория. Теория. Жаттығуды қалайсыз ба? NUU. бірінші курста практика орнына АТУ-ның бұрынғы студенттеріне телефон соғып, олардың мамандығы бойынша жұмысқа орналасқан-алмағанын анықтайсыз ба? Берілгенді алыңыз. Содан кейін сіз өндіріске және тәжірибеге келуіңізді күтесіз, бірақ ол болмады. АТУ сіздің мамандығыңыз бойынша кәсіпорынмен келісім-шарт жасасқан жоқ. Ой... Сонда жаттығу болмайды ма? Жоқ! АТУ-дың өзінде ең соңғы құрал-жабдықтар мен инновациялық тәсілді қоспағанда, тоқтаңыз, бірақ мемлекеттің ақшасы қайда кетеді?",0
"Тілдік кедергі / Сіз университетке орысша/қазақша білім алу үшін түстіңіз. Елімізде үштілділікті кеңінен енгізу бар, бірақ басқа университеттер одан бас тартқандықтан, университет әлі де үштілділікті оқу үдерісіне енгізу немесе енгізбеу туралы шешім қабылдауға құқылы. Егер сіз үштілділік жоқ кезеңге оқуға түссеңіз, олар сіздің бұл туралы пікіріңізді ойламайды, университет сіздің қай тілде оқығаныңыз және тіл білуіңіз туралы мүлдем ойламайды. Пәндерді ағылшын, қазақ және орыс тілдерінде оқуға мәжбүр боласыз. Ағылшын тілінде оқу тәжірибесі білім сапасына оң әсер етеді, оқу оңай болмаса да, техникалық мамандықтар бойынша заманауи және инновациялық әдебиеттердің барлығы Батыста пайда болғанын ескеру қажет. Пәндерді қазақ тілінде оқу тәжірибесі пәнді түсінуге таза кері әсерін тигізеді, мамандықтың техникалық қыр-сырын білу нөлге дейін төмендейді, тиісті қазақша техникалық әдебиеттер жоқ, мұғалімдеріңіз заманнан бері орыс басылымдарын аударады. Google Translator арқылы қазақ тіліне КСРО. Орыс тілінде білім беру материалды түсінуге жақсы әсер етеді, өйткені орыс тіліндегі пайдалы әдебиеттер Ресей Федерациясының ғылыми басылымдарында жарияланады, сонымен қатар іргелі кеңестік оқулықтар бар.",0
"Садрадин Абдукаримов отставкаға кет, әйтпесе ешкімге түсініксіз пайдасыз лекцияларыңа бойкот жариялаймыз.",0
"Мұғалім Садрадин Абдукаримов сабақ үстінде дөрекілік танытады, этиканы бұзады, не үшін осындай мұғалімдерді ұстайды.",0
шәкіртақы алмау үшін төмен бағаларды қояды.,0
"АТУ да сабақ беретін миы ашан алжыған мұғалімдерді сабақ бермеу керек, олар баяғы совет үкіметі кезіндегі ескі программа бойынша өтеді, білім сапасы нашарлайды, мысалы Кайрат Нуртастын қайынатасы.",0
"жасы 70 тен асып кеткен, ақыл есі жоқ және миы шаршап қалған, оны студенттерге қандай білім береді, қазіргі заман технологияларды мүлдем түсінбейді, түсінбеймін адам жастарға не үйретеді?",0
Мүлдем ештеңе үйренбедім. Бұл жаста мен оны әлі түсінбедім.,0
"БҰЛ КОЛЛЕДЖ ЕМЕС СҰМЫҚ! Онда балаларды малдай қарайды, бірінші курста да таңғы 8-ден кешкі 8-ге дейін сабақ, үлкендер балалар оқығандай жұмыс істемейді, үлкендер тым болмаса лайықты ақша алса, балалар ештеңе алмайды! Сымбаттардың жартысы әдетте қаладан тыс жерде тұрады және оған жету үшін олар бесте тұрып, сегізге дейін отыруы және кешкі 22-ге жетуі керек, содан кейін олар көп сұрайтын тағы 8 сабақ өткізу керек!",0
"Уақытты босқа өткізу, кәсібімізге еш қатысы жоқ пайдасыз сабақтар, сынып бөлмелерінің мәңгілік болмауы, әр жерде қоқыс.",0
Жатақхана жоқ.,0
"Мұғалімдер ештеңе түсіндірмейді. Бір жыл ішінде 3 куратор ауыстырдық, олардың ешқайсысы бізді қызықтырмады.",0
Студенттерге лифтке де кіруге рұқсат жоқ. Осы жерге кірген бойда мамандығыма деген барлық құштарлығым сейілді.,0
Шаш тік тұрады деді.,0
"Сұмдық қабылдау комиссиясы, 102 кабинетте отыратын агрессивті, фамилиясын, аты-жөнін білмеймін.",0
"Біз құжаттарымызды алғымыз келді, ол бізге қатты айғайлап, қарғады, дереу ата-аналар келіп, Құжаттарды алып, нәтижесін күтуіміз керек екенін айтты. Бірақ біз ақылы немесе басқа колледжге түсу үшін басқа колледжге барғымыз келді, оның қалай қарғып, айғайлағанын түсіруге уақытымыз жоқ екенін білеміз, шара қолдануыңызды сұраймыз.",0
"Ешбір жағдайда бұл университетке өтініш бермеңіз. Әсіресе, макияж сценографиясы факультетінде. Сізге макияждан басқа нәрсе үйретіледі.",0
"Бұл әдістерді енді ешкім қолданбайтын сияқты. Оқуды бітіргеннен кейін қайта оқытпасаңыз, өз мамандығыңыз бойынша жұмыс істей алуыңыз екіталай.",0
"Оқыту үшін қыруар ақша төлеп қана қоймай, ЗАМАНАУГЕ ЗАМАНБАУ ӘДІСТЕРІН меңгеру үшін үнемі қосымша курстардан өтуге тура келеді. Мен мұнда оқуға келгеніме қатты өкінемін. Сол ақшаға Мәскеуге барған дұрыс болар.",0
Колледж директоры дөрекі. Оның орынбасарлары да сондай. Олар сен ешкім емес сияқты сөйлейді және саған қоңырау шалудың жолы жоқ.,0
"Оқушыларды ғана емес, олардың ата-аналарын да сыйламайды. Президенттер кабинетте отырған сияқты. Сонша пафос. Қандай қорқынышты түс. Ешбір жағдайда мұны жасамаңыз!",0
мұғалімінің біліктілігі жоқ,0
"Мінез-құлық бағасын төмендетеді, студенттердің интернеттен жазбау керектігін айтады, бірақ олардың презентация слайдтары барлығы Google-ден, балағаттайды, қорқытады, презентацияларын әрең оқиды",0
Осы жылы қызымды осында оқуға бергеніме қатты өкіндім! Құжаттарды жазда аламыз!,0
Мұнда келме! Колледж көшбасшылары! Олар оқу процесі туралы ештеңе білмейді!,0
"Сымбат колледжіне түсуді ескерткім келеді. Биыл ақылы бөлімге жобалауға түсті. Сонымен, грантқа ауысу үшін колледж директорының орынбасары Диана (әкесінің аты-жөнім есімде жоқ, өкінішке орай) ақша сұрады, мұны мен әлі де шәкіртақы алатындығыммен итермеледі.",0
"Оқудың екі аптасы өтті, ал бопсалау басталды. Менің ата-анам осы фактімен прокуратураға барғысы келеді. оқудың басында олар ақша талап етсе, соңында не болады.",0
Университет өте қорқынышты.,0
"Өтініш бермеңіз, ең болмаса 5 жылға келісім-шарт жасамаңыз, әйтпесе кеткіңіз келсе кете алмайсыз.",0
"Өтініш бермеңіз, ең болмаса 5 жылға келісім-шарт жасамаңыз, әйтпесе кеткіңіз келсе кете алмайсыз. Барлығының сондай мейірімді екенін қабылдасам, сосын өзіңіз көресіз немесе сонда оқитындармен бірінші сөйлесесіз, олар сізге бәрін егжей-тегжейлі айтып береді.",0
"Университет ректоры өз пайдасын ғана ойлайды. Ал ол студенттерден ғана емес, мұғалімдерден де жұлқылауға тырысады. Олар барлығы үшін ақы алады. Сыныпта 80%-дан аз оқушылар болса, сабақ есептелмейді.",0
"Студенттер өз рейтингінде нашар болды, айыппұл. Биылғы жылы еңбекке жарамсыздық парағы мүлдем төлеуді тоқтатты. Егер мұғалім ауырып қалса, ауру демалысында қанша уақыт өткізгеніңізге байланысты сабаққа келмеу, дәлірек айтсақ, сабаққа келмеу қойылады.",0
"Жалпы, бір апта бойы ауырған кезде мұғалім 25 мың немесе одан да көп жалақысынан айырылады. Сондай-ақ бұл сіздің барлық демалыс және мереке күндеріңізді Сымбатта өткізудің ажырамас бөлігі болады",0
"Сондай-ақ, сіз университетке оқуға бірнеше талапкерді өзіңіз әкелуіңіз керек, әйтпесе сізге айыппұл салынады.",0
"Мен мұнда келгеніме қатты өкінемін. рейтинг өтірік, студенттер ешкімге керек емес, 30 мың студент өз бетімен өмір сүреді, қай жерде болса да оларға көмек көрсетілмейді.",0
"Бүкіл факультет бойынша эдвайзерлер ақсап, өз жұмысын істемейді, сондықтан оларға жалақы төленбейді, студенттердің 70 пайызы өз эдвайзерлерін көзбен көріп танымайды. мұғалімдер қазірдің өзінде зейнет жасында, сабақта ұйықтайды, содан кейін төмен баға береді.",0
"Минустары көп, плюстары тек ақырында ештеңеге әкелмейтін, уақыт пен ақшаны босқа кетіретін ұйымдар, олар тек құжаттар бойынша жол бере бастады, отырғызу талоны, билет, фото түбіртек, бірақ онсыз олар ақшаны алып тастау керек.",0
Лабораториялар қорқынышты. Кереметте студенттерді емдеуге бәрі сорақы. Кейбір мұғалімдер өз пәндерін мүлде түсінбейді. Олар тек таңдаулыларына жақсы ұпай бергенді ұнатады.,0
Кураторлар өз тобына мүлдем немқұрайлы қарайды. Олар бірдеңе қажет болғанда пайда болады. Мен жалпы жатақхананың жағдайы туралы үндемеймін. Жалғыз оң - ұйымшылдық. Қалғанының бәрі нөлге тең. Тіпті факультеттердің өзі іштей қорқынышты көрінеді.,0
біліктілігі төмен мұғалім. Орыс тілділерге қазақ тілі сабағын қалай жүргізу керектігін білмеді.,0
"Мұғалімде қос стандарт бар, ол біреуді жақсы көреді және солай жақсы баға қояды, ол біреуді жек көреді және ол қорлап, шірік таратады. Сабақ үстінде студенттерге қазақ тілінің грамматикасы туралы емес, өзінің өмірі туралы әңгімелейді. Ол маған ештеңе үйретпеді, тек жүйкеме тиді.",0
"Университет емес, суппа, бізден түк шықпайды, мұғалімді түсіріп, жазып алуымыз керек, аудитория лас, толып жатыр, мұғалім орысша да, қазақша да білмейді, одан да ағылшынша білмейді, хехе.",0
Колледж Алматыдағы ең нашар. Кеңселер қорқынышты. Сыртта әдемі ғимарат. Бірақ іші қорқынышты.,0
"сағыз шайнау – айыппұл, кешіккенге – айыппұл, балағат сөздер айтса – айыппұл, сессиядан өтпей қалсаң, қайта тапсыру үшін төлеуге тура келеді. Барлығы тек ақшаға байланысты. Осыған байланысты студенттер қысыммен оқиды. Онда оқысаң, еркіндікті ұмытасың. Сізден өтінемін, осы колледжге тапсырарда екі рет, тіпті үш рет ойланыңыз.",0
"Досжанова орысша немесе ағылшынша сөйлей алмайды, Жакипекова тек слайдты оқып, көрсетеді, Сариева сабақтан шығып кетеді, ал келсе Димаш К туралы, немересі туралы айтады, бірақ сабақ туралы емес, колледж сорғыш, барлық сабақтар Жақсы жүрмейді,",0
"Ағылшын тілін жиіркенішті түрде үйретеді, өздері әрең сөйлейді, қателеседі және орысшаны нақты түсіндіре алмайды, сұмдық!",0
"Ең күмәнді орын, тіпті ол өзін мүлдем сыпайы түрде орналастырса да. Мектепте, ең болмаса, оқушылардың даралығын өлтіретін жан түршігерлік объективтілік бар.",0
"Педагогикалық ұжым, сирек жағдайларды қоспағанда, ақылы мекемеден талап етілетін белгілі бір бағыныштылықты сақтау және құзыреттілікпен мақтана алмайды. Сіз бұдан басқа аналогты таба аласыз",0
"жоғары тондар мен орташа қорлауларға ауыса алады. Алдын ала жазылған кілттермен кіріспе тестілеу көптеген қателіктермен мақтана алады. Барлығы студенттерге қолайлы болашақты қамтамасыз ету үшін емес, мәртебені дамытуға барады.",0
"Сіз өкінесіз. Университет өте қорқынышты, барлық жағынан!Құрметті талапкерлер, ҚАУ мен АКЦ түсуді ойламаңыздар. Қабылдау комиссиясына келсең тәтті өтірік естисің, ащы шындықты көресің! Сонда сіз қатты өкінесіз.",0
"Сәлеметсіз бе. Ол жағдайды мүлде басқара алмайды және оқу үдерісін қажетінше басқара алмайды! Кешіріңіз, ол жеткіліксіз және екі жүзді адам. Университетті тастап кетуімнің жалғыз себебі осы. Мен бұл ҚАУ-ді барлығыңызға ұсынбаймын.",0
"Олар оқытпайды, түсіндірмейді. Балалар бәрін білуі керек, әсіресе арнайы. заттар толтырылады, қайта қабылданады және сіз олар үшін төлеуіңіз керек. Олардың бір ұстазы бар, сабақ беруді білмейтін мұғалім.",0
"Ең нашар университет! Болашақта мен магистратураға қорқынышты мұғалімдерді жібермеймін. Аудиторияларда күн суық, кейбір университет оқытушылары уақытында баға қоймайды.",0
"Мен осы колледж туралы бірнеше сөз жазғым келеді. Мен бірінші курс студентінің анасымын, оқу ақылы. Қазіргі заманда оқу ақысын төлеу қиын. Мен төрт баланың анасымын, мүгедек баланың анасымын. Оқу ақысына бір тиын жеңілдік туралы сөз болған жоқ. Бірден бас тартылды. Уақытында төлеймін, 56 тоннаның орнына 60 тонна төлеймін, соңғы төлемді азайту үшін артық төлеймін. Бүгін олар студенттік борышкерлердің тізімін берді, ал менің балам бар! м! Біз 80 қарызбыз! теңге! Ал менің баламды емтиханға жібермейміз деп қорқытады! Ал сабақтың ретсіз өтіп жатқанын ескерсеңіз,! Ол қалай аталады? Ақымақтық па? Менің артық төлемдерімді сағынып жатырсыз ба? Менің ақшамды ұрлау ма? Қалай? Неге менің ақшамды кассаға бермедің!??? Мен есепшіге телефон соқпақшы болдым, мына намыссыз адам трубканы қойып, уақыт болмай жатыр, көрдіңіз бе! Тізім 18:00-ден кейін беріледі! Менің сөзім жоқ!",0
"Көп теория, теория, теория. Сіздің бүкіл өміріңіз теория, теория. Теория. Жаттығуды қалайсыз ба? NUU. бірінші курста практика орнына АТУ-ның бұрынғы студенттеріне телефон соғып, олардың мамандығы бойынша жұмысқа орналасқан-алмағанын анықтайсыз ба? Берілгенді алыңыз. Содан кейін сіз өндіріске және тәжірибеге келуіңізді күтесіз, бірақ ол болмады. АТУ сіздің мамандығыңыз бойынша кәсіпорынмен келісім-шарт жасасқан жоқ. Ой... Сонда жаттығу болмайды ма? Жоқ! АТУ-дың өзінде ең соңғы құрал-жабдықтар мен инновациялық тәсілді қоспағанда, тоқтаңыз, бірақ мемлекеттің ақшасы қайда кетеді?",0
"Мамандығың бойынша жұмыс істемесең жолың бар, ал мамандығың бойынша жұмыс табылса, әріптестерің сенің біліміңе күледі. Өткен ғасырдың ортасындағы ескірген және маңызды емес ақпарат сіздің басыңызда отырады. Тәжірибеде қолданылмайды, сіздің біліміңіздің 80% қоқыс, бірақ сіз Быков пен Лобановтың диалогындағыдай бірдеңе білесіз «Б: Бұл өтірік. Сіз бокты білмейсіз. Л: Бұл не деген? : Фамилия?Л:Семён!.Лобанов «Сендер де солай боласыңдар, қымбатты достарым. Қорытындылай келе, егер сізге әлі ескертілмеген болса, мұнда не жазылған, мен сізге емделуге кеңес беремін. Ескертілген болса, сіз ақылды адамсыз және басқалардың қателерінен сабақ алуды білесіз. АТУ-ға өтініш бермеңіз, оны жасамаңыз, сіз уақытыңызды босқа өткізесіз - өміріңіздегі ең қымбат ресурс.",0
"Мен ешкімге бұл университетке келуге кеңес бермеймін! АУП қомақты ақша алады, қомақты ақша алады, ал ректор сенің кімсің, Ph.D, медицина ғылымдарының докторы, магистратура ма, әлде басқа біреу екеніне қарамайды! Қысқасы, менің пікірім: жаман!",0
"Барлық алдыңғы пікірлермен келісіңіз. Көптеген адамдар осында оқуды өз күш-жігеріне, көз жасына, ақшаға тұрарлық деп санайды. Өйткені, университеттің қоғамда беделі жоғары. Бірақ шын мәнінде, қабылданғаннан кейін сіз шындыққа тап боласыз. Оқушыларға деген көзқарас көп нәрсені қаламайды. Егер сіз осында келуді ойласаңыз, барлық мәселеңізді өзіңіз шешетініңізді есте сақтаңыз. Сізде топ болмайды, куратор болмайды, т.б. Сондай-ақ университеттегі бағалар тым жоғары. Ал мұғалімдерге келсек, кейбіреулері тым намысқой. Кейбіреулер сабақты жай ғана жүргіземін деген оймен жүргізеді. Содан кейін емтихандарда студенттен максимум талап етіледі.",0
"Сондай-ақ университет тым орыстанып кеткен. Байқағаным, биыл ғана қазақ тілінде посттар шыға бастады. Соған қарамастан, мен әлі күнге дейін қазақ тіліне деген қарапайым құрметті көре алмаймын. Қарапайым балалардың саясатқа, білім жүйесіне үйренуі қиын болады. Сондықтан университеттің әдемі қаптамасына алданып қалмаңыз және өз тәуекеліңізбен және тәуекеліңізбен осында кіріңіз.",0
"көп нәрсені айтқым келеді. Бірақ менің бұл көп сөздерім жақсы болмайтын шығар. 2022 жылдың 15 қыркүйегі және бізде өткен жылғыдай кесте әлі жоқ. Мен шетел тілдері факультетінде оқимын. Жақсы ұстаздар бар, өз саласының мамандары жоқ. Бірінші жылы бухгалтерлік есеп пен қабылдау комиссиясының құрамына қатысты кемшіліктер көп болды. Алғашқы кезден бастап бізді дұрыс қабылдамай, түсініспеушілік көп болды. Сондай-ақ, мен факультетімді ауыстырған кезде олар екі түрлі сөйледі. Нақты жауап, нақты әрекет мүлде болған жоқ.",0
"Бірінші курста оқу тәжірибесі өтпеді, нәтижесі Интернеттен жазу туралы есеп болды, онда біз масштабтау конференциясының өтуі туралы өз есебімізді жазуымыз керек еді, бұл тіпті мәселе емес. Ол жақтағы мықты ұстаздарды қатты құрметтеймін. Бірақ, өкінішке орай, проблемалар мұнымен бітпейді. Мен аударма ісі факультеті туралы пікір жазғым келеді, мен бірінші семестрді оқыдым және нәтиже болды - олар тіл таңдау құқығын бермейді. Мен неміс тілін таңдағым келді, бірақ, өкінішке орай, бізді испан тіліне барлық аудармашылар жіберді.",0
"Шетел тілдері факультетінде құжаттарда қателіктер болған жоқ. Келісімшартта бұл жеңілдікті бір жылға береді деп жазылғанымен (колледжден кейін түскендерге жеңілдік) жарты жыл оқыған соң бізден 10% жеңілдік алынып тасталды. Тағы да тіл нұсқалары көп болмады, тек француз және қытай тілдері болды. Мен француз тілін таңдағым келді, бірақ олар қазірдің өзінде топ көп болды, сондықтан таңдау қытайлық болды деді. Қытай тілі пәнінің мұғалімі өте жақсы болды, бірақ, өкінішке орай, екінші курста ол сабақ бермейтін сияқты, өйткені оның толық аты-жөні Платонда жоқ. Енді біз күн сайын уәде етілген кестені күтеміз! Пікірлерімді оқығаныңыз үшін рахмет. Бұл шыншыл пікір, мен бұлай пікір жазбас едім, қыркүйек айының ортасы болғаны қайнап жатқанын білесіз, бірақ кесте жоқ, сіз университетте болған жоқсыз. Бүкіл тұйық.",0
"Сіз өкінесіз. Университет өте қорқынышты, барлық жағынан!Құрметті талапкерлер, ҚАУ мен АКЦ түсуді ойламаңыздар. Қабылдау комиссиясына келсең тәтті өтірік естисің, ащы шындықты көресің! Сонда сіз қатты өкінесіз.",0
"Өз тәжірибемнен айта аламын, ол жерде кәсіби мамандар жұмыс істемейді, мұғалімдер де ұзақ тұрмайды. Қатты есімнен басқа, мен оңды ештеңе таппадым.",0
"Ешбір жағдайда мен оны ұсынбаймын! Білікті емес факультет! Университет ешкімге бағынбайды! Дипломдық жұмысты қорғауға бір апта қалғанда мемлекеттік емтихан кезінде оқудан шығарылуы мүмкін! Ешқандай себепсіз, мысалы, ҚАУ басшылығынан біреудің сізге деген жеке ұнатпауына байланысты олар шығарылуы мүмкін! Студенттерге аттестация немесе кейбір жоспардан тыс емтихандар туралы бір апта бұрын хабарланады! Сағыз шайнау, кешігу - бұл айыппұл, оның үстіне бұл өте үлкен! Жыл сайын пән сағаттары қысқарады, оқыту мен айыппұлдың бағасы өсуде. Ал кез келген пәнді аптасына бір рет алып жатқанда, сессияда аптасына үш-төрт рет өткендей өтесің! Осылайша, қажетті 120 сессия сұрағының орнына 360, 480 және одан да көп сұрақтарды қабылдайсыз!",0
"Өте әлсіз университет Қайырлы күн. Мен осы университет туралы пікір қалдырғым келді. Оқытушылар құрамы өте әлсіз, барлық zatyukany басқару. Жалақы аз және сәйкесінше, мұғалімдердің біліктілігі көп нәрсені қалаусыз қалдырады. Материалдық-техникалық базасы жоқ, компьютерлер ескі, жалпы зертханалар бұршақ патшасы заманынан бері. Ішіндегі ғимарат сұмдық, жөндеу арзан.",0
"Мен кеңес бермеймін Жаман қу орны. Олар үйретпейді, түсіндірмейді. Балалар бәрін білуі керек, әсіресе арнайы. заттар толтырылады, қайта қабылданады және сіз олар үшін төлеуіңіз керек. Олардың бір ұстазы бар, сабақ беруді білмейтін мұғалім. Жаттығуға ақша жақсы, мағынасы жоқ. Алматы.",0
"Ұялы байланыс жоқ. Мен қалалықтарды қолданбаймын, достарым да қолданбайды. Ешкім халықты, оның жайлылығын ойламайды.",0
"Қайырлы күн. Мені мектеп мұғалімдері оқушыларға дұрыс білім бермесе, жалақыны неге көтереді, солардан кейін репетиторларды да алу керек деген сұрақ қызықтырады. Олай болса бұл мұғалім үйде отырып студенттерге репетиторлық оқу ақысын төлесін.",0
Жаман колледж Өте жақсы колледж емес.,0
Қорқынышты университет. Жеке дүкен. Дөрекі және ашкөз. Бір мақсат - ақша табу.,0
"Мен кеңес бермеймін. Ереже бере алмайды. консультация, өз жұмысын білмейтіндер ғана кезекте отырады, осыдан адамдар зардап шегеді.",0
"Қорқынышты универ. Мен кеңес бермеймін. Ұлы 27-28-де магистратураға құжат тапсыруға барған, Қызылордадан барған, сол күні студенттерге хабарламай, бағаны сол күні 1 миллион 800 мыңға көтерген, бұл бір жыл оқу үшін. .",0
"«Театр ілгіштен басталады» дегендей. Ал университеттер қабылдау комиссиясынан! Журналистика факультетіне туысқаныма құжаттарды тапсырдым, бәрі басында азаматтық сияқты көрінді, электронды талондар, экрандағы кезек және әрбір құжат қабылдаушының артында ксерокс машиналары бар. Мен өз кезегімді күтіп, оған құжаттарды: түпнұсқалар мен көшірмелерді бере бастадым. Сенімхатта көшірме болған жоқ, түпнұсқасын алсын немесе ксерокспен көшіруге мүмкіндік беріңдер дедім! Олар маған ксерокөшіргіштер жеке пайдалануға арналған, мен жолға қарама-қарсы дүкенде көшіруім керек және қайтадан талон алуым керек деді! Сенімхаттың көшірмесін алып қайтқанда, басқа мамандықтардың көшірме жасайтынын, ит сияқты жібермейтінін көрдім! Мен ашуланып, басқалар көшірме жасайды, неге жасамайды! Ондай жарлық бар деді! Содан кейін тағы бір қыз олар біздің қызметшілеріміз емес екенін айтты! Мені олардың кураторы шақырды, ол бәрін көшіруге тыйым салуды айтты! Бұл әдетте қалайы болды! Бұл университеттің деңгейін, адамдарға деген осындай көзқарасынан түсінесіз! Әрине, олар мені әлі мазақ етті, олар жарты сағат бойы өтіп бара жатқан адамдардың сұрақтарына жауап беріп, құжаттарды әдейі ақырын қабылдады! Бұл нағыз мал! Мен ол жерден көз жасыммен кетіп қалдым! Ал мен туыстарымды ол жаққа барудан тайдырамын! Ал мен саған кеңес бермеймін!",0
"Толық көңілсіздік. Мен мұнда ешкімге ақылы бөлімге түсуге кеңес бермеймін, тек грантқа үмітсіздіктен болса. Кеш болмай тұрып, басқа университеттерге ауысқан дұрыс. ЕҰУ-де білім алу құны білім сапасына тең келмейді. Ұйымдастырылмаған оқу процесі, тапсырмаларды қабылдау және беру үшін бірыңғай платформа жоқ. Барлық мұғалімдер технологияларды, атап айтқанда қашықтықтан оқыту кезінде қолданылатын бағдарламаларды жетік меңгерген жоқ. Көптеген тапсырмаларды Platonus-қа тіркейді, біреу оларды Microsoft Teams-ке пошта арқылы жіберуді немесе студенттерден сырттан көмек сұрауды сұрайды. Университет қызметкерлері академиялық мәселелерде мүлде дәрменсіз. Бұл университетте студенттердің өз оқу кестесін құруға, оқытушыны, пәндерді және жеке оқу жоспарын таңдауға мүмкіндіктері мен құқығы жоқ. Несие жүйесіне сәйкес мұның бәрі қамтамасыз етілуі керек",0
"Сөз жоқ. Мен ақпараттық технологиялар факультетінің бірінші курс студентімін, жай ғана қорқынышты оқиға. Менің физикадан білімім сыныптастарымнан 85% жақсы, ал сессияда физиканың не екенін мүлде түсінбейтіндерге қарағанда маған аз ұпай берілді. Осыған байланысты мен белгілі бір балл жинай алмағандықтан, мен стипендиядан құладым. Қорқынышты тәртіпсіздік. Электронды нұсқада тест болса, ондай болмас еді.",0
"Тек сөз жоқ. Бүгін мен қабылдау комиссиясында болдым, бұл мекемені қалыпты деп айту қалыпты тіл емес. Мен өмірімде мұндай тәртіпсіздікті көрген емеспін, сөз жоқ! Таңғы 5-те жазылу керек болатын тікелей кезек, 9-10-да жазылғандар кешке дейін тұрады. Мен ауылдың бір жерінде жүрген сияқтымын, олар электронды кезек туралы білмейді, оны бір жапырақ қағазы бар әйел ауыстырып, кезекке жазады)) Ішінде электронды кезекке мониторлар бар болса да.",0
